schema_version,agent_version,date,regime,directional_bias,permitted_structures,stand_down,size_multiplier,confidence,rationale,cited_evidence,playbook_notes,expected_value_usd
1.0,47d14088dd96,2026-02-16,balance,neutral,[],True,0.0,medium,"Cohort is a dead split (6 ROTATION / 6 MOMENTUM / 3 FLAT) and the majority book's own realized mean is negative (mean_pl_if_rotation=-23; momentum +3). Imbalanced-day base rates price both books red (rotation -$53.71/day, p_flat 0.49). No red folder today, so this is day evidence, not calendar fear: no book has a positive priced edge to arm. Overriding the nominal ROTATION majority on its own negative mean — trading a -EV split cohort at 0.25 is the dilution leak v0.6.2 flags. Stand down.","['analog_block.majority_action=ROTATION', 'analog_block.best_action_counts={FLAT:3,MOMENTUM:6,ROTATION:6}', 'analog_block.mean_pl_if_rotation=-23', 'analog_block.mean_pl_if_momentum=3', 'base_rates.today_day_type.imbalanced.p_flat=0.49', 'base_rates.today_day_type.imbalanced.rotation_book_mean=-53.71', 'regime_vector.red_folder_today=0', 'overnight.gap_vs_prior_close_pts=96.0']","2026-02-16 (fresh eyes, no inherited notes). Tape: mixed-direction trailing sessions (+343,-455,-271,-636,+691,+207,+19,-467...), streak only 2, imbal_share_20=0.5, range_pctl 0.5, trap_rate_10=0.2, no red folder -> balance label, but a 96pt gap up against net_10d=-742 keeps bias honest at neutral. Decision logic: analog majority_action=ROTATION is nominal only - counts tie 6/6/3 and mean_pl_if_rotation=-23 is NEGATIVE (momentum +3, also ~zero). Imbalanced-day base rates: p_flat=0.49, rotation book -$53.71/day, momentum -$26.14/day. share_both_books_red=0.2 is low, but neither book shows a priced positive edge, so per v0.6.2 (size it or stand down; don't 0.25 every split day) I stood down on day evidence, explicitly overriding the majority via its own negative realized mean. Watch next sessions: if rotation analogs' big winners (924, 709, 504) start clustering at low dist, re-arm rotation at 0.25-0.5. Lineage note: rolling-20d read_regret=-2214 vs sizing_regret=0 - the leak is reads, not sizing; yesterday's full-size call paid $512, so keep sizing decisively when a book has a real edge.",0.0
1.0,47d14088dd96,2026-02-17,war,short,['continuation'],False,0.25,low,"Analog majority is MOMENTUM (7/15 vs 4 ROTATION, 4 FLAT) so I arm the momentum book per the wrong-book rule. Edge is thin (mean_pl_if_momentum=$56, split cohort, two nearest analogs FLAT) -> 0.25 reduced-arm, not 0.5. Tape is war: net_10d -1127.75pts, streak_imbal=4, price 1.4% off window low, overnight gap -162.75 -> bias short with trend. share_both_books_red=0.27 and a book-majority cohort argue against stand-down; red_folder_today=0, only a medium 8:30 Empire print. EV ~0.25 x $56 = $14.","['analog_block.majority_action=MOMENTUM', 'analog_block.best_action_counts={FLAT:4,MOMENTUM:7,ROTATION:4}', 'analog_block.mean_pl_if_momentum=56', 'analog_block.share_both_books_red=0.27', 'trailing_stats.net_10d_pts=-1127.75', 'trailing_stats.pct_off_window_low=1.422', 'regime_vector.streak_imbal=4', 'overnight.gap_vs_prior_close_pts=-162.75']","2026-02-17 (fresh eyes): Persistent downside regime — net_10d -1127.75, net_5d -664.25, streak_imbal=4, price 1.4% off 20d window low; overnight gapped -162.75 with 284pt range. Called war, bias short, momentum book only, 0.25 reduced-arm. Why 0.25 not more: analog cohort is genuinely split (7 MOMENTUM / 4 ROTATION / 4 FLAT) and mean_pl_if_momentum is only $56; the two closest analogs (dist 0.88, 1.28) were FLAT. Why not stand down: majority_action is a book, share_both_books_red only 0.27, and base_rates show no flat-dominant signal strong enough to override (imbalanced p_flat 0.49 is near the unconditional 0.47). Why not rotation despite mean_pl_if_rotation=$134: the wrong-book rule says the cohort's majority book decides, and rotation's mean is inflated by yesterday's own +$940 print sitting in the cohort. Calendar: only Empire State 8:30 (medium), red_folder_today=0 — timing floor handles the release, no calendar stand-down. Watch next: if the down-streak extends and price pins the window low, war/short continuation stays the frame; a strong bounce day or imbal_share dropping toward mixed would argue balance and re-admit reversion. Yesterday's lineage result: full-size rotation +$940, zero regret — do not let that one-day win bias sizing; rolling-20d read regret -$2214 says reads, not sizing, are the leak.",14.0
1.0,47d14088dd96,2026-02-18,war,neutral,['continuation'],False,0.25,low,"v0.6.1 anchor: majority_action=MOMENTUM (6/15) names the book; armed at 0.25 because the edge is thin — cohort split 6/5/4 and mean_pl_if_momentum=-43. Not a stand-down: majority is a book and share_both_books_red=0.2. Reversion dropped on book-specific evidence: imbalanced-day rotation book mean -$53.71. Tape is war-shaped (streak_imbal=5, net_10d -650.5) but overnight gapped +121.25 against the slide, so bias neutral. No red folder today.","['analog_block.majority_action=MOMENTUM', 'analog_block.best_action_counts={FLAT:4,MOMENTUM:6,ROTATION:5}', 'analog_block.mean_pl_if_momentum=-43', 'analog_block.share_both_books_red=0.2', 'base_rates.today_day_type.imbalanced.rotation_book_mean=-53.71', 'regime_vector.streak_imbal=5', 'trailing_stats.net_10d_pts=-650.5', 'overnight.gap_vs_prior_close_pts=121.25']","2026-02-18 (fresh eyes, no inherited notes). Read: war-shaped tape — streak_imbal=5, imbal_share_20=0.55, net_10d -650.5, 80 shock bars — but overnight gapped +121.25 AGAINST the 10d slide, so direction is conflicted and bias stays neutral. Analog cohort nearly three-way split (MOM 6 / ROT 5 / FLAT 4); followed the v0.6.1 anchor: armed MOMENTUM (the majority book) at 0.25 reduced-arm since mean_pl_if_momentum=-43 is not clearly positive — this is exactly the thin/split-book case the 0.25 tier exists for. Dropped reversion on structure-specific evidence (imbalanced-day rotation book mean -$53.71; cohort rotation mean only +$6). Did NOT stand down: majority is a book, share_both_books_red=0.2, and no calendar event today (red_folder_today=0). EV estimate leans on the recent-analog momentum wins (2025-07 through 2026-02 momentum days all paid +115 to +330 on that book) against the negative full-cohort mean. Yesterday: full-size call realized +$915, sizing regret $0; rolling-20d arm expectancy +$240 with cumulative READ regret -$2,617 — the leak is book/read choice, not sizing, so keep letting the analog majority pick the book and reserve overrides for specific briefing shocks the cohort lacks.",25.0
1.0,47d14088dd96,2026-02-19,balance,neutral,[],True,0.0,medium,"Cohort is a dead heat (FLAT 6 = MOMENTUM 6, ROTATION 3) and BOTH book means are negative (momentum -38, rotation -52) - a weak signal that is not real. Balanced-day base rates agree: p_flat 0.45 and both book means <=0, so no positive-mean book exists to size. Stand-down is day evidence, not calendar (red_folder_today=0; only medium-impact claims). Arming 0.25 here would be the diluting default v0.6.2 forbids; rolling regret is read-driven, and a negative-mean coin flip between books adds wrong-book risk for no priced edge.","['analog_block.best_action_counts={FLAT:6,MOMENTUM:6,ROTATION:3}', 'analog_block.mean_pl_if_momentum=-38', 'analog_block.mean_pl_if_rotation=-52', 'analog_block.share_both_books_red=0.33', 'base_rates.today_day_type.balanced.p_flat=0.45', 'base_rates.today_day_type.balanced.momentum_book_mean=-4.18', 'regime_vector.red_folder_today=0', 'yesterday_result.rolling_20d.your_cumulative_read_regret_usd=-3669']","2026-02-19 (fresh eyes): Tape is balance - day_type=balanced, mid-window (2.3% off high / 2.6% off low), 2-day up streak after a heavy early-Feb chop (net_10d -216.5), trap_rate_10 0.3. Overnight gap -68.5 in a 239pt range; largest recent shock was the 02-13 08:30 bar (127.75pts). Calendar: only Unemployment Claims 08:30 (medium), red_folder_today=0, so no event_risk override and no event_family_analogs to weigh. Decision logic used: majority_action field says MOMENTUM but the counts are literally tied with FLAT (6-6) and mean_pl_if_momentum=-38 / mean_pl_if_rotation=-52 - both negative. Base rates for balanced days: p_flat 0.45, momentum_book_mean -4.18, rotation_book_mean -42.49. Per v0.6.2, 0.25 requires a weak-but-REAL book signal; a negative-mean tied cohort is not one, so stood down on day evidence (not the calendar). Carry-forwards: (1) rolling read-regret is -3669 with sizing-regret 0 - the lineage leak is wrong-book picks, so avoid coin-flip book choices when both means are red; (2) if tomorrow's cohort shows a true book majority with positive mean, size 0.5+ rather than 0.25; (3) rotation book underperforms momentum in the balanced bucket - demand extra evidence before arming rotation.",0.0
1.0,47d14088dd96,2026-02-20,event_risk,neutral,[],True,0.0,medium,"Stand-down on cohort evidence, not the calendar. Analog majority is FLAT (9/15) with share_both_books_red=0.6 at the flat threshold; mean_pl_if_rotation=-217 and mean_pl_if_momentum=+48 is too thin to reduced-arm against a FLAT cohort. Base rates on red-folder mornings show p_flat=0.54 with both books negative-mean. Tape is mixed (streak 1, net_5d -34 vs net_10d +312.5, mid-window), so no book signal overrides retrieval. Per v0.6.1, FLAT majority = 0.0, never 0.25.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts={FLAT:9,MOMENTUM:5,ROTATION:1}', 'analog_block.share_both_books_red=0.6', 'analog_block.mean_pl_if_rotation=-217', 'base_rates.today_calendar.red_folder={p_flat:0.54,rotation_book_mean:-98.63,momentum_book_mean:-5.97}', 'regime_vector.red_folder_today=1', 'trailing_stats.directional_streak_days=1', 'trailing_stats.net_5d_pts=-34.0']","2026-02-20 (Fri, fresh eyes): Red-folder morning — Core Price Index 08:30 ET plus Flash PMI 09:45 and New Home Sales 10:00, so event pressure is real but per v0.6.x the calendar alone never justifies flat; the engine's timing floor handles the release moment. What DOES justify flat today: the analog cohort majority is FLAT (9/15), share_both_books_red=0.6 hits the stand-down threshold, and both cohort book means are weak (rotation -217, momentum +48 dragged by one +2190 outlier on 2025-12-05). Red-folder base rates (n=309) also show both books negative-mean. Tape context: choppy two-sided — streak only 1 day, net_5d -34 vs net_10d +312.5, price mid-window (~2.5% off both extremes), trap_rate_10 0.3, day_type imbalanced but streak_imbal 0. No book has a signal worth arming, so 0.0 not 0.25 (0.25 is for a weak BOOK signal, never for trade-doubt). If tomorrow's cohort names a book with a clearly positive mean, size to it — cumulative read-regret (-$3,974/20d) says the lineage loses by misreading days, not by mis-sizing (sizing regret $0), so keep anchoring book choice to the analog majority.",0.0
1.0,47d14088dd96,2026-02-23,balance,neutral,[],True,0.0,medium,"Analog cohort says no-trade: majority_action=FLAT (8 of 15) and BOTH book means are negative (rotation -88, momentum -74), so there is no book to arm even small. Base rates agree: balanced day_type has negative means both books (rot -42.49, mom -4.18). Tape is balanced, not event-driven: red_folder_today=0, streak=1, mixed 10d nets. The -172.75pt gap is noted but the cohort of similar mornings mostly paid neither book. FLAT-majority = stand down per v0.6.1 anchor; 0.25 is reserved for a weak BOOK signal, absent here.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=8', 'analog_block.mean_pl_if_rotation=-88', 'analog_block.mean_pl_if_momentum=-74', 'base_rates.today_day_type.balanced.rotation_book_mean=-42.49', 'regime_vector.red_folder_today=0', 'trailing_stats.directional_streak_days=1', 'overnight.gap_vs_prior_close_pts=-172.75']","2026-02-23 (Mon, fresh eyes): Stood down on a clean FLAT-majority analog read (8/15 FLAT, both book means negative; share_both_books_red only 0.33 but no positive-mean book exists to arm). Calendar clear today (Fri 02-20 held CPI/PMI cluster; nothing red today), so this is a tape call, not an event dodge. Context: two-sided chop — 10d net -139.5 vs 5d net +274.5, streak only 1, day_type=balanced, trap_rate_10=0.3 modest. Watch item: large overnight gap down (-172.75 pts, overnight range 252.5) after Friday's +239.75 rally and a 171.5pt shock bar at 02-20 10:01 — if tomorrow's briefing shows this gap faded intraday, that is a trap signature; if it extended, momentum cohorts should shift. Sizing discipline note: predecessor lineage diluted winners with reflex 0.25s; today 0.0 is a conviction stand-down because the cohort offers NO positive-mean book, not because of doubt. Rolling-20d read regret is -3974 with sizing regret 0 — the leak is book/trade selection, not size; keep anchoring book choice to majority_action when it names one.",0.0
1.0,47d14088dd96,2026-02-24,balance,neutral,[],True,0.0,medium,"Analog cohort is a dead three-way tie (5/5/5): the MOMENTUM 'majority' is a tiebreak artifact, and both book means are negative (mom -66, rot -23) — no book has a payable edge, so I treat the cohort as FLAT-equivalent. Base rates agree: balanced days p_flat 0.45 with both book means negative. Calendar is empty (red_folder=0), so this is about the DAY, not an event label: a split cohort with all-red book means does not support a trade at any size. Per v0.6.2, evidence that fails to support the trade means stand down, not a diluted 0.25.","['analog_block.best_action_counts={FLAT:5,MOMENTUM:5,ROTATION:5}', 'analog_block.mean_pl_if_momentum=-66', 'analog_block.mean_pl_if_rotation=-23', 'analog_block.share_both_books_red=0.33', 'base_rates.today_day_type.balanced.p_flat=0.45', 'base_rates.topline.momentum_book_mean=-16.36', 'regime_vector.red_folder_today=0', 'regime_vector.day_type=balanced']","2026-02-24 (fresh eyes): Balanced tape — day_type=balanced, streak 1, net_5d +69.5 vs net_10d -594.75 (mixed), price mid-window (2.5% off high, 1.5% off low), trap_rate_10 0.3, no red folder, empty calendar. Retrieval gave no edge: k=15 analogs split exactly 5/5/5 and BOTH book means negative (momentum -66, rotation -23); share_both_books_red 0.33. I read the MOMENTUM majority_action as a tiebreak artifact, not a book signal — overriding it to stand down on the explicit evidence of the tied counts plus negative means, consistent with reserving 0.25 for a weak-but-REAL book signal. Base rates reinforce: balanced/clear/calm buckets all show p_flat ~0.44-0.46 and negative means for both books. Watch next session: 02-20 had an outsized 171.5pt shock bar and 02-23 closed -247.5; if imbal_share_10 (0.7 today) persists with a fresh streak, war evidence builds and momentum may become live. Yesterday's line: realized $0 vs oracle $1735 (read regret), rolling-20d read regret -$5709 — the lineage leak is missed winners via wrong reads, not oversizing; do not fix that by arming negative-mean cohorts, fix it by sizing up when a cohort actually shows a positive-mean book.",0.0
1.0,47d14088dd96,2026-02-25,balance,neutral,[],True,0.0,medium,"Analog cohort says no-trade: majority_action=FLAT (8/15) with both books' means negative (rotation -29, momentum -271) and share_both_books_red=0.53. Base rates for a balanced, calm, clear-calendar day also lean flat (p_flat 0.44-0.46) with negative book means. Tape is two-sided (net_5d +275.75 vs net_10d -260.75, streak 1, mid-range range_pctl_20=0.35), no red folder — a balance day, but the 122.25pt gap puts today in a cohort that mostly didn't pay. FLAT majority = stand-down per v0.6.1 anchor; no briefing feature overrides the cohort.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts={FLAT:8,MOMENTUM:1,ROTATION:6}', 'analog_block.mean_pl_if_momentum=-271', 'analog_block.mean_pl_if_rotation=-29', 'analog_block.share_both_books_red=0.53', 'base_rates.today_day_type.balanced.p_flat=0.45', 'regime_vector.red_folder_today=0', 'overnight.gap_vs_prior_close_pts=122.25']","2026-02-25 (fresh eyes, v0.6.2): Stood down on the analog anchor — 15-analog cohort majority FLAT (8/15), both book means negative, share_both_books_red 0.53. This is the retrieval no-trade signal, not calendar fear: calendar is empty, red_folder=0, so nothing to hide from — the day's own cohort just didn't pay either book. Tape context: choppy two-sided range (net_5d +276 vs net_10d -261, directional_streak=1, day_type=balanced, mid-window range_pctl 0.35), but a large +122pt overnight gap; the nearest analogs (dist<1.0: 2023-12-19 FLAT, 2023-12-18 MOMENTUM, 2025-12-04 FLAT) split with FLAT dominant. Rotation mean (-29) is nearly flat vs momentum (-271) — if forced to arm, rotation was the lesser evil, but the v0.6.1 rule is explicit: FLAT majority is a 0.0, not a 0.25 'just in case'. Base rates agree: balanced/calm/clear buckets all show p_flat ~0.45 and negative book means. Rolling-20d shows read_regret -5709 cumulative but zero sizing regret and yesterday full-size 1.0 captured the oracle (+244) — sizing discipline is working; keep anchoring the notch to majority_action and only override with a specific briefing feature the cohort lacks. EV at 0.0 size = $0.",0.0
1.0,47d14088dd96,2026-02-26,balance,neutral,[],True,0.0,medium,"Analog cohort majority is FLAT (8/15) with both book means negative (rotation -37, momentum -188) — the retrieval no-trade signal, per rule a stand-down, not a 0.25. Base rates for balanced days confirm FLAT is modal (p_flat=0.45) with negative book means. Only a medium-impact claims print, red_folder_today=0, streak just 2d: no book-positive feature overrides the FLAT cohort. Yesterday's missed rotation is a single-day line; the cohort says today is not its repeat.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=8 (k=15)', 'analog_block.mean_pl_if_rotation=-37', 'analog_block.mean_pl_if_momentum=-188', 'base_rates.today_day_type.balanced.p_flat=0.45', 'regime_vector.red_folder_today=0', 'calendar[0].impact=medium (Unemployment Claims 08:30)', 'trailing_stats.directional_streak_days=2']","2026-02-26 (fresh eyes): Stood down on a FLAT-majority analog cohort (8/15 FLAT, both book means negative: rot -37, mom -188; share_both_books_red 0.47). Tape read: balanced — day_type=balanced, streak only 2d, imbal_share_20=0.45, trap_rate_10=0.2, mid-momentum after two strong up days (+228, +445) but net_10d just +165 and price 0.47% off window high, so no war evidence. Calendar carried only medium-impact Unemployment Claims 08:30; red_folder_today=0, so no event_risk regime and stand-down rests on the cohort, not the calendar. Note tension: nearest analog (2023-01-23, dist 0.73) and yesterday (2026-02-25, rotation +975) were ROTATION winners, and rolling-20d read regret is -6684 (lineage misses winners more than it mis-sizes). If tomorrow's cohort shows a ROTATION majority or clearly positive mean_pl_if_rotation, arm rotation at 0.5+ rather than defaulting flat again — but a FLAT majority is a stand-down by rule, and 0.25 is reserved for a weak BOOK signal, never for doubt. EV set to $0 at size 0.0.",0.0
1.0,47d14088dd96,2026-02-27,event_risk,neutral,[],True,0.0,medium,"Analog cohort is the no-trade signal: majority_action=FLAT (9 of 15 vs 4 ROTATION, 2 MOMENTUM) mandates 0.0 per the v0.6.1 anchor. Priced priors agree the day, not just the PPI label, is bad: red_folder base rate shows both books negative (rotation -$98.63, momentum -$5.97, p_flat 0.54 over 309 cases). Overnight -106.25pt gap after a whipsaw week (+445.5 then -360.25) with no directional streak adds no book edge. This is a FLAT-cohort stand-down, not calendar fear.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=9 (of k=15)', 'base_rates.today_calendar.red_folder.rotation_book_mean=-98.63', 'base_rates.today_calendar.red_folder.momentum_book_mean=-5.97', 'base_rates.today_calendar.red_folder.p_flat=0.54', 'overnight.gap_vs_prior_close_pts=-106.25', 'trailing_stats.directional_streak_days=1', 'regime_vector.red_folder_today=1']","2026-02-27 (Fri, PPI 08:30 red folder): STAND DOWN 0.0 on the FLAT-majority analog cohort (9/15 FLAT; the 4 rotation winners are farther analogs; share_both_books_red 0.47). Not a calendar-fear call — red_folder base rates price both books negative-mean and p_flat 0.54, so the day itself grades bad, satisfying the beyond-the-calendar bar. Tape context: violent two-sided week (02-25 +445.5, 02-26 -360.25, ranges 500+pts), streak reset to 1, price mid-window (2.2% off high, 1.9% off low), day_type balanced, trap_rate_10 low 0.2 — no directional bias and no book with a cohort edge. Watch for next session: if the post-PPI tape resolves the 02-25/02-26 whipsaw into a streak, expect the analog cohort to flip toward a book — arm it at the cohort-implied notch rather than defaulting to 0.25 (predecessor diluted winners with reflex 0.25s; lineage rolling read-regret -$7,133 says misses come from wrong reads, so trust the retrieval majority both ways: trade sized when it names a book, flat when it says FLAT). No inherited notes (fresh-eyes).",0.0
1.0,47d14088dd96,2026-03-02,event_risk,neutral,[],True,0.0,high,"Stand-down on retrieval, not the calendar: analog majority_action=FLAT (10/15) with both book means negative (rotation -126, momentum -191) and share_both_books_red=0.53. ISM family analogs also lean FLAT (4/8) with mixed books. Red-folder base rate: p_flat=0.54, rotation mean -$98.63, momentum -$5.97 — no priced edge. The -323.75pt gap plus 10:00 ISM makes it event_risk, but the day-level evidence (FLAT cohort, red book means) is what kills the trade, per the v0.6.1 anchor.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=10 (of k=15)', 'analog_block.mean_pl_if_rotation=-126', 'analog_block.mean_pl_if_momentum=-191', 'analog_block.share_both_books_red=0.53', 'event_family_analogs.counts.FLAT=4 (of k=8, ISM)', 'base_rates.today_calendar.red_folder.p_flat=0.54', 'overnight.gap_vs_prior_close_pts=-323.75']","2026-03-02 (Mon, ISM 10:00 + Trump 11:00): STAND DOWN. Not a calendar reflex — the analog cohort is decisively FLAT (10/15) with NEGATIVE means on both books (rot -126, mom -191), and the ISM event-family record is FLAT-plurality (4/8) with the two momentum winners not resembling today's setup (today gaps -324pts on a whipsaw tape: net_5d -5.5 vs net_10d +269, streak_imbal=0, alternating +/- sessions of 300-550pt ranges since 02-23). Red-folder base rates price the day at roughly zero-to-negative for both books. When the cohort says FLAT, 0.25 'just in case' is the v0.6 leak — reserve 0.25 for a weak BOOK signal. Carry-forward: (1) tape is two-sided but violent — large gaps and 400pt+ ranges without a directional streak; watch for trap signatures if gaps keep fading; (2) trailing_stats show price 3.4% off window high / 0.7% off low after the gap — if Tuesday opens inside range with a calmer cohort, balance/rotation becomes live again; (3) rolling-20d sizing regret is $0 — the leak to guard is read regret, so keep anchoring book choice and trade/no-trade to the analog majority, not the morning narrative.",0.0
1.0,47d14088dd96,2026-03-03,trap,neutral,[],True,0.0,high,"Retrieval no-trade signal: analog majority_action=FLAT (9 of k=15) with share_both_books_red=0.6 at the 0.0 threshold, and both cohort means negative (momentum -158, rotation -109). This is a day-level case, not calendar fear (red_folder_today=0, no events today). Huge -412pt overnight gap into a mixed, alternating-net tape (day_type=imbalanced, streak 1) fits the trap/gap-fade signature the FLAT cohort priced. Stand down per the FLAT-cohort rule; 0.25 would blur the v0.6 leak.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=9 (k=15)', 'analog_block.share_both_books_red=0.6', 'analog_block.mean_pl_if_momentum=-158', 'analog_block.mean_pl_if_rotation=-109', 'overnight.gap_vs_prior_close_pts=-412.25', 'regime_vector.red_folder_today=0', 'regime_vector.day_type=imbalanced']","2026-03-03 (fresh eyes): Stood down on the retrieval rule — FLAT majority 9/15, share_both_books_red=0.6, both book means red. Key discipline: 0.0 is for FLAT cohorts; 0.25 is only for a weak BOOK signal. Today had no calendar excuse (red_folder=0), so the stand-down is tape/cohort-based, exactly what v0.6.2 demands. Tape context: violent two-sided week (nets +228/+445/-360/-71/+313, ranges 300-624pts), then a -412pt overnight gap down with a 641pt overnight range — big gaps into contained mixed multi-day tape are the trap signature; neither continuation nor reversion cohort paid on similar days. Price sits 0.55% off the 20d window low after the gap — if the gap fades hard tomorrow watch for rotation analogs (2025-08-25 +625, 2026-02-13 +512 were the only strong ROTATION payers in this cohort). Yesterday's lineage line: realized 0 vs oracle 918, rolling-20d read regret -8083 — the leak is missed reads, not sizing, so when a cohort DOES name a book, arm it at 0.5+ rather than diluting at 0.25. But do not let that regret pressure convert FLAT-cohort days like today into forced trades; expectancy is still +116/day rolling.",0.0
